view,model,split,threshold,max_depth,min_samples_split,min_samples_leaf,n_estimators,max_samples,pr_auc,roc_auc,accuracy,precision,recall,f1,positive_predictions,total_rows,positive_rate_predicted
A,Bagging_DT_A,valid,0.5,10,20,5,100,1.0,0.1882207081316351,0.7599995260817364,0.9655084826484066,0.6666666666666666,0.028433151845130067,0.054540179866550624,141,94487,0.001492268777715453
A,Bagging_DT_A,test,0.5,10,20,5,100,1.0,0.18875116593252414,0.762129296313246,0.9655061469163816,0.6612021857923497,0.02927655456085168,0.056070435588507876,183,118108,0.0015494293358620922
