model,threshold_type,precision_target,threshold,valid_pr_auc,valid_roc_auc,valid_precision,valid_recall,valid_f1,test_pr_auc,test_roc_auc,test_precision,test_recall,test_f1
MultiViewBagging,default_0.5,,0.5,0.4394424603611208,0.8199989002283163,0.8677354709418837,0.2619479733817302,0.4024163568773234,0.43017518793146414,0.8175262264302849,0.872712146422629,0.2538107911928381,0.3932521087160262
MultiViewBagging,precision_constrained,0.9,0.6730989774789694,0.4394424603611208,0.8199989002283163,0.9,0.23684210526315788,0.375,0.43017518793146414,0.8175262264302849,0.9072463768115943,0.22719574159206388,0.36339009287925694
MultiViewBagging,precision_constrained,0.95,0.8007479385818638,0.4394424603611208,0.8199989002283163,0.9506933744221879,0.18663036902601332,0.3120101137800253,0.43017518793146414,0.8175262264302849,0.9437340153452686,0.1785627873215582,0.3003051881993896
