view,model,split,threshold,max_depth,min_samples_split,min_samples_leaf,n_estimators,max_samples,pr_auc,roc_auc,precision,recall,f1,positive_predictions,total_rows,positive_rate_predicted
T,Bagging_DT_T,valid,0.5,6,5,2,100,0.8,0.05709418453261708,0.5958397413976056,0.0,0.0,0.0,0,94487,0.0
T,Bagging_DT_T,test,0.5,6,5,2,100,0.8,0.06208338365834255,0.6026753461232828,0.0,0.0,0.0,0,118108,0.0
