view,method,model,split,threshold,max_depth,min_samples_split,min_samples_leaf,n_estimators,max_samples,pr_auc,roc_auc,accuracy,precision,recall,f1,positive_predictions,tn,fp,fn,tp,fpr,fnr,tpr,tnr,total_rows,positive_rate_predicted
T,baseline,Bagging_DT_T_best_balanced,valid,0.25,8,10,4,150,1.0,0.062399430606013565,0.6068442687799799,0.9648734746578894,0.32432432432432434,0.003629764065335753,0.0071791803769069695,37,91156,25,3294,12,0.000274179927835843,0.9963702359346642,0.003629764065335753,0.9997258200721642,94487,0.00039158826081894864
T,baseline,Bagging_DT_T_best_balanced,test,0.25,8,10,4,150,1.0,0.06586460114238071,0.6132483676263897,0.96501507095201,0.5128205128205128,0.004839099927413501,0.009587727708533078,39,113956,19,4113,20,0.00016670322439131389,0.9951609000725865,0.004839099927413501,0.9998332967756087,118108,0.00033020625190503604
