view,method,model,split,threshold,max_depth,min_samples_split,min_samples_leaf,n_estimators,max_samples,pr_auc,roc_auc,accuracy,precision,recall,f1,positive_predictions,tn,fp,fn,tp,fpr,fnr,tpr,tnr,total_rows,positive_rate_predicted
B,baseline,Bagging_DT_B_best_balanced,valid,0.25,10,20,5,100,1.0,0.2121563410529854,0.7785947106674596,0.964439552531036,0.4673913043478261,0.11705989110707804,0.18722786647314948,828,90740,441,2919,387,0.00483653392702427,0.882940108892922,0.11705989110707804,0.9951634660729757,94487,0.008763110269137554
B,baseline,Bagging_DT_B_best_balanced,test,0.25,10,20,5,100,1.0,0.21086320448617354,0.7763486279071286,0.9641768550817895,0.4491701244813278,0.1047665134285023,0.1699038650186384,964,113444,531,3700,433,0.004658916429041457,0.8952334865714977,0.1047665134285023,0.9953410835709585,118108,0.008162021200934738
